,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
13,0.33,Ideal,D,VS2,0.12028440927734332,-2.01272447884118,-1.1118811231773493,-1.1496765560041684,-1.107840393908019,1014.4553943720252
14,0.51,Fair,D,VS2,1.8354967250049994,-1.56705085516229,-0.6030380089892629,-0.6362712732796707,-0.41685810096248854,1574.8750167593862
15,0.51,Ideal,E,SI1,0.46332687242287357,-1.1213772314833996,-0.5762567924530475,-0.5371930608240664,-0.5032308875806799,1551.8728991831733
16,0.3,Good,I,SI1,1.0121948134557248,-1.1213772314833996,-1.3261308554670705,-1.302797429799194,-1.2086086449625753,-1284.1862056919201
17,2.66,Good,H,SI2,1.7668882323758874,1.1069908869110514,2.655343336250243,2.6243026275320505,2.937285112710607,19986.388706169913
18,0.92,Premium,F,SI1,0.05167591664823631,0.6613172632321611,0.42357529156565,0.4625961739552185,0.4468697652194246,4716.70363993093
19,0.3,Ideal,G,IF,0.3261098871646644,-1.1213772314833996,-1.2814954945733787,-1.2757760991294833,-1.2373995738353056,1367.233741877257
20,1.0,Very Good,H,SI1,0.18889290190645036,-1.56705085516229,0.6199708794978939,0.6607525988664279,0.6628017317649028,4742.9721565995305
21,0.34,Very Good,F,VS1,-0.42858353175550307,-0.23002998412561923,-1.094026978819873,-1.077619674218274,-1.1222358583443846,963.5059490591397
22,1.01,Very Good,F,SI2,0.46332687242287357,0.21564363955327095,0.5664084464254641,0.6067099375270074,0.6484062673285379,4546.737608349349
23,0.87,Ideal,F,VS1,0.18889290190645036,-1.1213772314833996,0.3253774975995276,0.3545108512763769,0.36049697860123325,5237.410986480065
24,1.26,Premium,D,SI2,0.12028440927734332,0.21564363955327095,1.0216891275411206,0.9669943464564789,1.0082928782376683,7168.324136506987
25,0.38,Premium,E,VS1,-1.0460599654174565,0.21564363955327095,-0.9601208961387971,-0.9244988004232485,-1.0358630717261932,1428.3390853918231
26,0.55,Ideal,F,VVS2,0.3947183797937665,-1.56705085516229,-0.39771534887828,-0.4201006279219881,-0.3592762432170276,2867.5130137086503
27,0.65,Premium,G,SI1,0.12028440927734332,0.21564363955327095,-0.17453854440982072,-0.20392998256430475,-0.17213520554427994,2195.149167553409
28,0.41,Premium,D,VVS2,0.3261098871646644,0.21564363955327095,-0.8351418856364603,-0.8614490288605906,-0.8055356407443495,2006.3155772313294
29,0.7,Very Good,I,I1,1.0121948134557248,0.6613172632321611,-0.10312196697991372,-0.1318731007784103,0.0006103676921028153,-1351.8081149173922
30,1.03,Very Good,I,VS1,0.8063693355684037,-2.01272447884118,0.637825023855371,0.6877739295361385,0.7635699828194598,5401.205775192807
31,0.34,Ideal,F,VVS2,-0.29136654649729393,-0.6757036078045094,-1.0850999066411349,-1.0596054537718007,-1.0934449294716542,1478.6553155617794
32,0.73,Ideal,I,VVS1,-0.016932575980865835,-2.01272447884118,0.05756533223737669,0.09330465480250966,0.07258768987392865,3319.963982060416
33,0.83,Ideal,D,SI2,0.25750139453555737,-0.6757036078045094,0.23610677581214423,0.2734468592672458,0.2885196564194074,3385.878746737627
34,0.51,Very Good,G,SI1,0.8749778281975108,-2.01272447884118,-0.5673297202743094,-0.546200171047303,-0.46004449427158395,1163.8290101095652
35,1.06,Ideal,E,VS2,-0.29136654649729393,-0.23002998412561923,0.7181686734640162,0.7508237010987964,0.6915926606376326,6698.749963775157
36,0.41,Ideal,D,VS1,0.05167591664823631,-0.23002998412561923,-0.879777246530152,-0.8434348084141174,-0.8487220340534448,1843.096344073278
37,1.03,Ideal,F,VS2,-0.9088429801592474,-0.6757036078045094,0.7628040343577079,0.741816590875559,0.6196153384558074,6262.285466389376
38,0.32,Ideal,D,SI1,-0.29136654649729393,-1.1213772314833996,-1.1832977006072565,-1.1496765560041684,-1.1798177160898449,472.13429093512445
39,0.3,Premium,J,VS1,0.6005438576810875,0.21564363955327095,-1.2636413502159016,-1.320811650245668,-1.2230041093989408,-1228.2865720024179
40,0.32,Very Good,D,VVS2,-1.1146684580465636,0.21564363955327095,-1.1832977006072565,-1.1676907764506417,-1.2661905027080362,1509.5722536194426
41,0.33,Ideal,G,VS1,-0.016932575980865835,-0.6757036078045094,-1.1565164840710411,-1.1406694457809319,-1.1366313227807494,883.3072473697179
42,0.25,Ideal,G,VS1,0.6691523503101946,-1.56705085516229,-1.504672299041838,-1.4919467444871668,-1.424540611508054,494.7055442539962
43,0.3,Ideal,F,VS1,-0.4971920243846101,-0.6757036078045094,-1.2190059893222098,-1.2487547684597735,-1.2661905027080362,790.8470770263483
44,1.26,Very Good,F,IF,-1.1832769506756706,1.1069908869110514,1.1645222824009347,1.2191934327071094,1.0082928782376683,9190.416365862971
45,1.14,Ideal,J,VS1,-0.08554106860997285,-0.6757036078045094,0.8699289005025684,0.8949374646705852,0.8643382338740153,5718.4215738816765
46,1.51,Premium,H,SI1,0.7377608429392968,1.1069908869110514,1.3252095816182252,1.2642289838232934,1.3969704180195286,9533.737191036056
47,0.51,Very Good,E,SI2,0.18889290190645036,-0.23002998412561923,-0.5762567924530475,-0.546200171047303,-0.5320218164534104,468.60221718871344
48,0.32,Ideal,G,IF,-0.4971920243846101,-0.23002998412561923,-1.1565164840710411,-1.1316623355576945,-1.1798177160898449,1417.9484068887116
49,0.94,Premium,E,SI2,-0.9088429801592474,0.6613172632321611,0.5664084464254641,0.5436601659643496,0.4324743007830591,3962.082032233344
50,0.51,Premium,E,VS2,-0.7716259949010333,0.21564363955327095,-0.5226943593806168,-0.5552072812705396,-0.6183946030716018,1954.942203852304
51,1.12,Ideal,H,SI2,-0.2227580538681869,-0.6757036078045094,0.8520747561450921,0.8318876931079274,0.8067563761285544,4994.193432877183
52,1.33,Premium,G,SI2,-0.9774514727883543,0.21564363955327095,1.2984283650820105,1.2822432042697673,1.1378520581649552,7320.287942674825
53,0.32,Premium,H,VS2,-0.016932575980865835,0.6613172632321611,-1.2368601336796872,-1.2037192173435889,-1.2086086449625753,36.6863264863382
54,0.7,Ideal,E,VS2,0.6005438576810875,-0.23002998412561923,-0.09419489480117553,-0.05080910876927924,0.0006103676921028153,3560.2648148270578
55,1.35,Ideal,H,VVS1,0.12028440927734332,-0.23002998412561923,1.1823764267584111,1.2191934327071094,1.209829380346781,9363.681702283093
56,0.23,Good,F,VS2,1.4238457692303572,-0.23002998412561923,-1.611797165186698,-1.70811738984485,-1.5253088625626103,-139.2939244498075
57,0.9,Very Good,F,I1,0.12028440927734332,0.6613172632321611,0.3789399306719583,0.3995464023925607,0.40368337191032866,1554.507118816663
58,1.03,Ideal,D,SI1,-0.29136654649729393,-0.6757036078045094,0.6646062403915863,0.7238023704290857,0.6484062673285379,6111.561944650851
59,1.02,Good,E,SI2,0.7377608429392968,2.889685381626612,0.5574813742467258,0.5256459455178764,0.6340108028921724,4373.832973227293
60,0.55,Ideal,H,VVS2,-0.016932575980865835,-0.23002998412561923,-0.40664242105701814,-0.42910773814522474,-0.41685810096248854,2184.981990648303
61,0.34,Ideal,E,IF,-0.016932575980865835,-0.6757036078045094,-1.1386623397135647,-1.1316623355576945,-1.1222358583443846,1859.049789443265
62,0.71,Premium,D,VVS2,-1.1832769506756706,0.21564363955327095,0.16469019838223722,0.09330465480250966,-0.013785096744262735,4141.75939341019
63,0.55,Good,G,SI1,1.286628783972148,1.5526645105899415,-0.46020485412944884,-0.5191788403775924,-0.3448807787806627,1012.6847733389484
64,0.54,Ideal,G,VS2,-0.15414956123907986,-1.1213772314833996,-0.44235070977197166,-0.4201006279219881,-0.44564902983521903,2051.415894700808
65,1.23,Ideal,H,IF,-0.29136654649729393,-0.23002998412561923,1.0127620553623824,1.066072558912084,0.9938974138013034,8496.43977040723
66,0.27,Premium,E,VVS1,-0.7716259949010333,0.21564363955327095,-1.3886203607182392,-1.383861421808325,-1.438936075944419,1121.432632182708
67,0.53,Ideal,D,VS2,-0.2227580538681869,-0.6757036078045094,-0.4959131428444023,-0.4741432892614086,-0.5032308875806799,2436.274230874921
68,1.25,Ideal,G,SI2,-0.42858353175550307,-1.1213772314833996,1.0841786327922895,1.1291223304747418,1.037083807110398,6786.631290470134
69,0.34,Ideal,E,VVS2,0.3947183797937665,-0.23002998412561923,-1.1208081953560876,-1.1676907764506417,-1.0934449294716542,1462.2146091932423
70,0.36,Premium,I,VS2,0.6691523503101946,0.6613172632321611,-1.0672457622836578,-1.0415912333253268,-0.9782812139807322,-289.55038568694044
71,0.34,Ideal,G,SI1,-0.35997503912639606,-0.23002998412561923,-1.0493916179261813,-1.0866267844415107,-1.0934449294716542,-56.38305880143139
72,1.12,Good,E,SI1,1.7668882323758874,-0.23002998412561923,0.7360228178214926,0.6877739295361385,0.9507110204922073,6241.754370166683
73,0.3,Ideal,H,VS1,-0.08554106860997285,-1.1213772314833996,-1.308276711109594,-1.2937903195759575,-1.2949814315807666,324.00464155301586
74,0.36,Ideal,D,SI1,0.18889290190645036,-0.6757036078045094,-1.0047562570324888,-1.0686125639950375,-1.0070721428534626,526.1780363200107
75,0.71,Ideal,F,VVS1,-0.42858353175550307,-1.56705085516229,0.03971118787990033,0.09330465480250966,0.015005832128467726,4271.760712028599
76,0.32,Premium,G,VS2,0.6005438576810875,1.1069908869110514,-1.2547142780371634,-1.239747658236536,-1.1798177160898449,458.557690502038
77,0.5,Premium,E,VS2,-0.29136654649729393,1.1069908869110514,-0.5584026480955704,-0.6002428323867235,-0.6039991386352362,1780.0826101995576
78,0.51,Very Good,E,SI1,1.080803306084827,0.6613172632321611,-0.5762567924530475,-0.6182570528331974,-0.47443995870794947,1178.2512961729883
79,0.58,Ideal,J,VS1,0.12028440927734332,0.21564363955327095,-0.37986120452080363,-0.3480437461360937,-0.3448807787806627,874.0415476695838
80,0.3,Ideal,F,IF,0.5319353650519806,-1.56705085516229,-1.2725684223946405,-1.2667689889062468,-1.2086086449625753,1546.0417083791342
81,0.39,Ideal,G,VVS1,0.3947183797937665,-0.23002998412561923,-0.9244126074238437,-0.9875485719859064,-0.9063038917989058,1507.4718766953454
82,0.31,Ideal,F,VS2,0.05167591664823631,-0.6757036078045094,-1.2190059893222098,-1.2667689889062468,-1.2230041093989408,581.1067867249258
83,0.9,Very Good,H,VS1,-0.8402344875301403,2.444011757947722,0.35215871413574296,0.38153218194608746,0.259728727546677,4657.516688803541
84,0.81,Premium,G,SI2,-0.016932575980865835,-0.23002998412561923,0.22717970363340606,0.18337575703487813,0.20214686980121604,2614.7471597503545
85,0.7,Premium,E,SI2,-0.42858353175550307,1.5526645105899415,0.004002899164946819,-0.04180199854604184,-0.07136695448972302,1822.0617733935233
86,0.38,Very Good,J,VS2,-0.8402344875301403,1.1069908869110514,-0.9779750404962743,-0.9515201310929591,-1.0358630717261932,-986.2523781442865
87,0.71,Very Good,G,SI1,-1.1832769506756706,0.6613172632321611,0.021857043522423177,0.05727621390956243,-0.10015788336245347,2667.8191259211208
88,0.71,Very Good,D,VS2,0.9435863208266178,0.21564363955327095,-0.05848660608622202,-0.032794888322805235,0.07258768987392865,3602.9182710199234
89,0.9,Very Good,H,VS1,0.25750139453555737,0.6613172632321611,0.31645042542078944,0.36351796149961346,0.37489244303759817,4714.991836589633
90,0.74,Very Good,F,SI2,1.0121948134557248,0.21564363955327095,0.012929971343684999,-0.023787778099568627,0.11577408318302466,2062.2789790841307
91,1.5,Premium,H,VS2,0.46332687242287357,0.6613172632321611,1.4144803034056093,1.3993356371718457,1.4689477402013544,9939.50000273593
92,1.5,Very Good,F,SI1,0.8749778281975108,-1.1213772314833996,1.3698449425119168,1.4173498576183188,1.5121341335104503,10116.513529358905
93,0.42,Ideal,F,VS1,-0.4971920243846101,-0.23002998412561923,-0.7726523803852914,-0.8074063675211702,-0.83432656961708,1504.1623811218697
94,1.01,Premium,G,VS2,-0.08554106860997285,0.21564363955327095,0.637825023855371,0.5977028273037709,0.6052198740194419,5819.1399064521265
95,2.48,Premium,I,SI2,0.8749778281975108,1.9983381342688318,2.5749996866415965,2.561252855969393,2.7069576817287637,17802.720316394218
96,1.02,Ideal,F,VVS2,-0.42858353175550307,-0.5420015207008436,0.6646062403915863,0.7057881499826117,0.6196153384558074,6933.622960881492
97,0.4,Ideal,D,VS2,-0.29136654649729393,-0.23002998412561923,-0.8619231021726756,-0.8884703595303013,-0.8919084273625408,1378.5162896569395
98,0.7,Ideal,F,SI1,-0.29136654649729393,-0.23002998412561923,0.021857043522423177,0.04826910368632583,0.0006103676921028153,2815.3729172182375
99,1.01,Good,E,VS2,0.5319353650519806,0.21564363955327095,0.5217730855317724,0.5616743864108236,0.6052198740194419,6039.567164941929
100,1.13,Very Good,I,VS2,-0.7030175022719263,0.21564363955327095,0.8788559726813067,0.9129516851170585,0.7923609116921896,5978.273212640372
101,1.09,Ideal,I,VS2,0.12028440927734332,-0.6757036078045094,0.7895852508939233,0.8408948033311641,0.7923609116921896,5783.899128952335
102,0.7,Very Good,E,VS2,0.6691523503101946,0.21564363955327095,-0.07634075044369838,-0.05981621899251585,0.015005832128467726,3338.3119931041742
103,1.0,Premium,F,SI1,-0.6344090096428241,0.6613172632321611,0.6288979516766329,0.5796886068572968,0.5188470874012505,5359.072926581035
104,1.52,Ideal,H,VS2,0.05167591664823631,-1.56705085516229,1.5037510251929926,1.5254351802971606,1.5121341335104503,10311.048464749969
105,0.41,Ideal,G,VVS2,0.3261098871646644,-0.6757036078045094,-0.879777246530152,-0.8434348084141174,-0.8199311051807143,1776.1472791903047
106,0.43,Very Good,J,VS2,-0.5658005170137171,0.6613172632321611,-0.7815794525640296,-0.753363706181749,-0.8199311051807143,-676.3393329845262
107,0.31,Very Good,E,SI2,-0.6344090096428241,1.5526645105899415,-1.2011518449647336,-1.176697886673879,-1.2373995738353056,-1004.4635945982657
108,0.33,Ideal,G,VS2,0.3261098871646644,-0.6757036078045094,-1.1297352675348264,-1.1676907764506417,-1.107840393908019,497.68918505717147
109,0.7,Premium,E,VS2,-0.4971920243846101,0.6613172632321611,0.004002899164946819,-0.032794888322805235,-0.07136695448972302,3354.9826041880046
110,0.33,Ideal,G,VVS2,0.5319353650519806,-1.56705085516229,-1.1832977006072565,-1.1586836662274052,-1.107840393908019,1331.4730740093914
111,1.16,Premium,H,SI2,0.6005438576810875,-0.23002998412561923,0.905637189217522,0.8408948033311641,0.9507110204922073,5184.707009507666
112,0.51,Ideal,E,VS2,0.05167591664823631,-0.23002998412561923,-0.5226943593806168,-0.5371930608240664,-0.5176263520170449,1955.6035386734798
113,1.13,Good,G,I1,1.149411798713934,0.21564363955327095,0.7538769621789697,0.7868521419917436,0.9219200916194763,3342.1142221172813
114,0.52,Premium,E,VS2,0.5319353650519806,1.1069908869110514,-0.5673297202743094,-0.5371930608240664,-0.4888354231443144,2028.4732978877014
115,0.23,Very Good,F,VVS2,-0.2227580538681869,-0.6757036078045094,-1.60287009300796,-1.5910249569427715,-1.5972861847444362,818.4949245716839
116,0.5,Fair,F,SI1,2.0413222028923155,1.1069908869110514,-0.6655275142404309,-0.8074063675211702,-0.5176263520170449,447.58492400301134
117,1.08,Very Good,D,VS1,-0.8402344875301403,0.21564363955327095,0.709241601285278,0.8048663624382167,0.6340108028921724,7404.737714498499
118,0.3,Premium,G,VS1,0.3261098871646644,0.6613172632321611,-1.2725684223946405,-1.3118045400224305,-1.2517950382716714,526.2657977814841
119,0.48,Ideal,J,VS1,0.3261098871646644,-1.56705085516229,-0.6476733698829545,-0.6092499426099609,-0.5896036741988713,205.11306744012506
120,1.51,Ideal,J,VS1,-0.08554106860997285,0.21564363955327095,1.4412615199418237,1.5254351802971606,1.4545522757649896,9280.891927876699
121,1.03,Premium,F,SI2,0.46332687242287357,0.6613172632321611,0.637825023855371,0.5796886068572968,0.6628017317649028,4670.815319796164
122,0.31,Very Good,G,VVS2,1.149411798713934,0.6613172632321611,-1.290422566752117,-1.3298187604689047,-1.1942131805262104,900.9484425137889
123,0.4,Ideal,G,IF,0.3947183797937665,-1.1213772314833996,-0.8887043187088901,-0.8794632493070647,-0.83432656961708,1935.4355868568475
124,1.03,Ideal,E,VS2,-0.016932575980865835,-0.6757036078045094,0.637825023855371,0.7238023704290857,0.6771971962012677,6501.909772084193
125,1.16,Premium,J,SI1,0.5319353650519806,0.21564363955327095,0.8877830448600456,0.8408948033311641,0.9363155560558425,4848.227685369933
126,1.04,Very Good,J,SI2,0.7377608429392968,-0.23002998412561923,0.6288979516766329,0.6877739295361385,0.7491745183830936,2921.0314958910058
127,0.71,Premium,E,VS2,-0.15414956123907986,1.1069908869110514,0.021857043522423177,-0.05080910876927924,-0.028180561180627645,3348.212893807839
128,0.29,Very Good,H,VVS2,-0.35997503912639606,-0.6757036078045094,-1.3172037832883323,-1.302797429799194,-1.3381678248898627,462.5994484249227
129,1.09,Ideal,G,SI2,-0.35997503912639606,-0.23002998412561923,0.8431476839663531,0.8048663624382167,0.7635699828194598,5102.746746247246
130,0.74,Ideal,F,VS1,0.3947183797937665,-0.6757036078045094,0.021857043522423177,0.04826910368632583,0.0869831543102942,4093.028261477021
131,0.42,Ideal,D,VS2,0.46332687242287357,-1.1213772314833996,-0.8172877412789831,-0.8434348084141174,-0.776744711871619,1558.1164315208066
132,0.54,Ideal,I,SI1,0.18889290190645036,-1.1213772314833996,-0.469131926308187,-0.4381148483684613,-0.43125356539885346,551.3630174023103
133,0.51,Ideal,E,VS2,0.6005438576810875,-1.1213772314833996,-0.5851838646317857,-0.5642143914937763,-0.5032308875806799,2097.9478216871644
134,1.01,Premium,F,SI2,-2.006578862224945,1.5526645105899415,0.709241601285278,0.6517454886431913,0.40368337191032866,4567.8351170257065
135,1.0,Premium,H,VS2,-1.5949279064503077,1.5526645105899415,0.6913874569278009,0.6517454886431913,0.4468697652194246,5257.175194552738
136,1.02,Premium,H,VS2,-0.4971920243846101,1.1069908869110514,0.6824603847490627,0.6517454886431913,0.5908244095830769,5409.439822615195
137,0.73,Good,E,VS1,-0.6344090096428241,1.5526645105899415,0.03078411570116136,0.05727621390956243,-0.028180561180627645,3742.790335971125
138,1.01,Premium,H,SI2,-0.9774514727883543,0.6613172632321611,0.6913874569278009,0.6427383784199546,0.533242551837616,3871.613898372895
139,0.33,Good,D,SI1,0.9435863208266178,-1.1213772314833996,-1.2100789171434718,-1.2037192173435889,-1.107840393908019,286.8287493071168
140,1.22,Ideal,F,VS1,0.3947183797937665,-0.23002998412561923,0.9413454779324755,0.9850085669029529,1.0082928782376683,8408.954225789832
141,0.31,Ideal,D,VS1,0.18889290190645036,-1.56705085516229,-1.2368601336796872,-1.239747658236536,-1.2086086449625753,1250.2405383808186
142,1.07,Premium,G,SI1,-0.8402344875301403,1.9983381342688318,0.8520747561450921,0.7778450317685062,0.6915926606376326,5599.633513264081
143,1.01,Very Good,E,VVS2,-1.0460599654174565,1.1069908869110514,0.6467520960341092,0.6877739295361385,0.5188470874012505,6754.185253653344
144,0.23,Very Good,F,IF,-1.5263194138212008,0.21564363955327095,-1.5493076599355298,-1.5369822956033505,-1.6548680424898972,1009.0505264594651
145,0.35,Very Good,D,VS1,-0.5658005170137171,0.21564363955327095,-1.0672457622836578,-1.0596054537718007,-1.107840393908019,1275.454305607178
146,0.55,Ideal,F,VVS2,-0.7030175022719263,-0.6757036078045094,-0.37986120452080363,-0.35705085635933026,-0.44564902983521903,2927.297282109724
147,0.9,Ideal,G,SI1,0.12028440927734332,0.6613172632321611,0.3789399306719583,0.4085535126157981,0.40368337191032866,4388.458714871788
148,0.72,Ideal,G,VVS1,0.3261098871646644,-0.23002998412561923,-0.013851245192530332,0.012240662793378602,0.043796761001198184,4103.4579444015135
149,0.83,Very Good,E,SI1,1.218020291343041,0.21564363955327095,0.1736172705609754,0.21940419792782537,0.34610151416486773,3909.2879741779007
150,1.04,Ideal,H,SI1,0.12028440927734332,-0.23002998412561923,0.6735333125703246,0.6517454886431913,0.6771971962012677,5138.04595446811
151,0.71,Very Good,E,VS2,-1.2518854433047775,0.6613172632321611,0.03078411570116136,0.06628332413279904,-0.10015788336245347,3476.486708629354
152,0.43,Ideal,F,SI1,-0.29136654649729393,-0.6757036078045094,-0.7458711638490761,-0.7893921470746962,-0.7911401763079839,744.9013566919937
153,0.33,Ideal,E,VS2,-0.29136654649729393,-1.1213772314833996,-1.1386623397135647,-1.1316623355576945,-1.1510267872171143,868.7240111980686
154,1.72,Fair,D,SI2,1.9727137102632035,0.21564363955327095,1.601948819159115,1.552456510966871,1.8720207444195809,10921.175474983553
155,1.13,Ideal,G,SI1,0.05167591664823631,-1.1213772314833996,0.8699289005025684,0.9129516851170585,0.8931291627467465,6510.489621528103
156,0.52,Ideal,D,SI1,0.46332687242287357,-0.6757036078045094,-0.5494755759168322,-0.5101717301543558,-0.47443995870794947,1794.787286185058
157,0.3,Very Good,G,VS1,0.5319353650519806,-1.1213772314833996,-1.3261308554670705,-1.2757760991294833,-1.2373995738353056,687.1622527395756
158,1.53,Premium,G,VS1,-0.4971920243846101,1.1069908869110514,1.5126780973717309,1.4984138496274506,1.4113658824558935,11031.78730282173
159,2.02,Fair,H,SI2,-3.584574192694382,1.5526645105899415,2.3161145934581846,2.3721035412814193,1.6992751711831982,13479.688265308581
160,0.33,Premium,H,VS1,-0.4971920243846101,0.6613172632321611,-1.102954050998611,-1.1586836662274052,-1.16542225165348,175.8002079799411
161,0.7,Very Good,G,I1,-0.15414956123907986,2.444011757947722,-0.00492417301379136,-0.07783043943898907,-0.05697149005335811,-593.8162051888576
162,1.26,Premium,I,SI1,-0.8402344875301403,1.9983381342688318,1.1020327771497658,1.066072558912084,0.9507110204922073,6584.920638915743
163,0.3,Premium,D,VS2,0.5319353650519806,0.6613172632321611,-1.2993496389308552,-1.3568400911386145,-1.2661905027080362,706.4809730708384
164,0.59,Very Good,H,VS1,0.25750139453555737,-1.1213772314833996,-0.32629877144837294,-0.2940010847966724,-0.27290345659883625,2103.983642859563
165,0.82,Ideal,E,SI1,0.25750139453555737,-1.1213772314833996,0.2182526314546679,0.23741841837429856,0.259728727546677,4015.22034798965
166,0.39,Very Good,G,VVS2,-0.7030175022719263,1.5526645105899415,-0.9244126074238437,-0.9064845799767745,-0.9782812139807322,1394.107245322637
167,0.31,Ideal,H,IF,0.25750139453555737,-1.56705085516229,-1.2547142780371634,-1.2307405480132996,-1.2086086449625753,1020.910419036504
168,1.26,Ideal,I,SI2,0.18889290190645036,-0.6757036078045094,1.1288139936859811,1.084086779358558,1.12345659372859,5687.465203355615
169,1.51,Very Good,F,SI2,0.6691523503101946,1.1069908869110514,1.3519907981544403,1.4263569678415562,1.4833432046377206,9264.287336561792
170,0.56,Ideal,G,VS1,-0.7716259949010333,-0.6757036078045094,-0.36200706016332646,-0.33903663591285627,-0.43125356539885346,2466.5194979202142
171,0.31,Ideal,G,VVS1,0.5319353650519806,-1.1213772314833996,-1.2457872058584252,-1.2667689889062468,-1.1942131805262104,1146.5165134153774
172,0.56,Ideal,H,VVS2,-0.5658005170137171,-0.23002998412561923,-0.31737169926963477,-0.3660579665825669,-0.40246263652612363,2189.903797163423
173,0.96,Premium,E,SI2,-2.418229817999577,0.21564363955327095,0.7003145291065391,0.6607525988664279,0.34610151416486773,4207.0216766023395
174,0.52,Very Good,E,SI1,0.6691523503101946,-0.23002998412561923,-0.5673297202743094,-0.5371930608240664,-0.47443995870794947,1440.89196971767
175,1.02,Very Good,H,SI1,1.218020291343041,-1.1213772314833996,0.5128460133530334,0.5526672761875862,0.6915926606376326,5001.680668071135
176,1.06,Good,I,VS1,-2.8984892664033217,1.9983381342688318,0.8699289005025684,0.9850085669029529,0.5188470874012505,5551.594207149604
177,1.21,Ideal,H,SI1,0.25750139453555737,0.6613172632321611,0.9591996222899518,0.9129516851170585,0.9651064849285723,6642.835007535353
178,2.02,Fair,H,VS2,1.9041052176341013,-0.23002998412561923,2.021521211559818,1.9938049119054744,2.303884677510537,14457.144575925466
179,1.52,Ideal,G,VS2,0.25750139453555737,-0.6757036078045094,1.4769698086567773,1.4443711882880295,1.4833432046377206,10701.960361846533
180,2.03,Very Good,I,SI2,0.7377608429392968,0.6613172632321611,2.057229500274771,2.1108973448075528,2.1887209620196155,13280.519458649309
181,0.28,Good,F,VVS2,-0.35997503912639606,1.9983381342688318,-1.4064745050757157,-1.3748543115850884,-1.4101451470716886,846.4743585845299
182,0.7,Fair,G,VS1,2.796015621812478,1.5526645105899415,-0.11204903915865189,-0.2489655336804886,0.14456501205575512,2506.5808263259523
183,0.7,Ideal,G,VVS1,0.3947183797937665,-0.23002998412561923,-0.11204903915865189,-0.07783043943898907,-0.042576025616993196,4021.29287734212
184,2.32,Fair,H,I1,6.020614775380464,-1.1213772314833996,1.9590317063086493,1.9487693607892906,2.937285112710607,14105.040925145458
185,0.58,Ideal,J,VS2,-0.5658005170137171,-0.23002998412561923,-0.31737169926963477,-0.30300819501990905,-0.3736717076533932,580.0212479793904
186,0.54,Ideal,D,VS1,-0.08554106860997285,-1.56705085516229,-0.44235070977197166,-0.4381148483684613,-0.44564902983521903,2783.068781076595
187,1.2,Very Good,I,SI1,0.8063693355684037,-1.56705085516229,0.905637189217522,0.9309659055635316,1.0226883426740332,6126.932275001306
188,0.52,Very Good,F,VS2,0.46332687242287357,-0.23002998412561923,-0.5494755759168322,-0.546200171047303,-0.4888354231443144,1892.7952201371832
189,1.57,Premium,F,SI2,-1.0460599654174565,1.1069908869110514,1.5662405304441616,1.5254351802971606,1.3681794891467987,9924.968828347966
190,0.7,Premium,I,I1,0.3947183797937665,0.21564363955327095,-0.04063246172874487,-0.16790154167135754,-0.042576025616993196,-1372.13496087994
191,1.57,Very Good,H,SI1,0.18889290190645036,1.1069908869110514,1.4858968808355164,1.534442290520398,1.5265295979468154,10082.529158725301
192,1.02,Very Good,D,VS2,1.0121948134557248,0.21564363955327095,0.5931896629616793,0.5616743864108236,0.7059881250739988,6239.153350425269
